# 2154 French Physicians, Military Men and Executives. Serie E, volume 1 : from 1901 to 1963 
# http://cura.free.fr/gauq/902gdE1.html
# 沒有地點的經緯度！
# NUM	  PRO      NAME              	             DAY   MON   YEA     H        CITY                     COD

1476    EX       MOINE François                  29    01    1920    04:00    Fléchin                   62
1477    EX       MOINOT Pierre                   29    03    1920    22:00    Fressines                 79
1478    PH     - MOLIMARD Jean                   07    09    1913    08:00    St-Etienne                42
1479    PH       MOLLARET Jean                   11    05    1909    09:30    Grenoble                  38
1480    MI       MOLLARD Emile                   23    08    1895    10:00    St-Cloud                  92
1481    PH       MOLLET Francis                  30    05    1920    19:30    Rieux                     59
1482    PH     - MOMMIGNAUT François             24    01    1896    10:15    Orléans                   45
1483    MI       MONDAIN Pierre                  09    06    1904    03:00    St-Maixent                79
1484    PH       MONDIN Maurice                  08    08    1909    08:00    Lamagistère               82
1485    PH       MONIER Jacques                  26    07    1917    09:00    Elbeuf                    76
1486    EX       MONNET Jean                     09    11    1888    20:00    Cognac                    16
1487    EX       MONNET Marie-Louise             25    09    1902    05:45    Cognac                    16
1488    PH       MONNET Paul                     23    06    1914    13:00    Montréal                  01
1489    PH       MONNET Robert                   24    08    1908    16:00    Clermont-Ferrand          63
1490    PH     + MONNIER Alexandre               25    08    1904    15:15    Jeurre                    39
1491    EX       MONNIER Claude                  22    07    1925    01:00    Belfort                   90
1492    EX       MONNIER Joseph                  11    05    1912    11:30    Tours                     37
1493    PH     - MONOD Pascal                    09    02    1916    13:00    Bordeaux                  33
1494    PH       MONOD-BROCA Philippe            09    06    1918    04:10    Angers                    49
1495    PH       MONROZIES Maurice               02    04    1922    21:30    St-Affrique               12
1496    PH       MONSAINGEON André               04    09    1912    22:20    St Symphorien             37
1497    PH     - MONTAGNE Max                    07    02    1920    07:45    Beauvais                  60
1498    EX       MONTAGNE Michel                 02    01    1931    06:00    Wattignies                59
1499    PH       MONTAGNIER Luc                  18    08    1932    02:00    Chabris                   36
1500    PH       MONTASTRUC Paul                 27    05    1927    17:00    Boulogne sur Gesse        31
1501    MI     * MONTAUDON Jean Baptiste         13    02    1818    06:00    La Souterraine            23
1502    EX       MONTEILHET Louis                21    08    1906    04:30    Ambert                    63
1503    EX       MONTESSON Pierre de             22    08    1918    19:00    Le Mans                   72
1504    MI       MONTRICHARD Gabriel             21    09    1892    15:15    Montmédy                  55
1505    MI     L MOORE Fred                      08    04    1920    15:00    Brest                     29
1506    EX       MORA Joseph                     25    11    1912    09:00    Beauvezer                 04
1507    PH       MORAUX Pierre                   23    10    1898    01:00    Hautmont                  59
1508    EX       MORAUX Pierre                   04    01    1914    11:00    Arcis-le-Ponsart          51
1509    MI       MOREAU Jean                     09    02    1902    20:00    St-Quentin                02
1510    PH       MOREAUX René                    09    03    1889    04:00    Nancy                     54
1511    PH       MOREL André                     20    02    1910    09:00    Romans                    26
1512    MI       MOREL André                     07    07    1933    17:30    St-Quentin                02
1513    MI       MOREL Claude                    15    12    1912    22:00    Chartres                  28
1514    EX       MOREL Marcel                    06    07    1910    17:00    Villefranche/Saône        69
1515    MI    *L MOREL René                      06    12    1908    16:00    Granges/Vologne           88
1516    EX       MOREL-FOURRIER Georges          08    08    1905    15:00    Ancône                    26
1517    EX       MORELON Léon                    22    01    1906    03:00    Limoges                   87
1518    MI       MORENS Gérard                   25    09    1920    17:00    Dieppe                    76
1519    PH       MORETTE André                   29    11    1905    02:00    Orléans                   45
1520    PH     + MORICE André                    31    07    1891    15:00    Caen                      14
1521    MI       MORIN Michel                    31    10    1897    15:00    Châteauroux               36
1522    MI       MORLIERE Louis                  02    10    1897    12:00    Jarcieux                  38
1523    EX       MOTTE Bertrand                  19    07    1914    10:00    Villeneuve d'Ascq         59
1524    PH       MOUCHET Albert                  08    01    1869    22:15    Sens sur Yonne            89
1525    MI       MOULET Albert                   15    08    1908    14:00    Marseille                 13
1526    PH     + MOULONGUET André                09    01    1887    07:30    Pau                       64
